Target affinity,Predicted logps,Predicted qeds,Predicted sas,Predicted tpsas,Predicted affinity,key
-10.0,8.359800000000009,0.25863881362166663,4.868543271420313,95.86,-9.7,-10.0
-10.0,8.675820000000002,0.24585687974854764,2.814897441400994,15.79,-9.9,-10.0
-10.0,9.957299999999996,0.1650302186157666,3.057297357387877,59.67,-10.3,-10.0
-10.0,5.370420000000005,0.36654721645977006,2.6023238536341555,70.47,-9.7,-10.0
-10.0,4.747620000000003,0.6390719179357727,3.5032680711638076,77.15,-10.0,-10.0
-10.0,4.742900000000005,0.3359173457412473,2.6917264034772614,97.94999999999999,-8.9,-10.0
-10.0,4.900620000000003,0.3714423797052425,2.25519298586625,107.08000000000001,-9.9,-10.0
-10.0,4.381600000000005,0.7713961251583544,5.294179023516319,37.3,-8.3,-10.0
-10.0,7.172220000000006,0.29461858902452887,2.6495756614995027,38.13,-9.9,-10.0
-10.0,6.139520000000005,0.21008391628514342,2.852057843930387,98.31,-10.5,-10.0
-10.0,5.552220000000006,0.6154435181184295,4.7837277568471475,43.370000000000005,-8.3,-10.0
-10.0,4.726300000000004,0.4097099459180197,2.6787277620193493,121.21000000000001,-9.4,-10.0
-10.0,6.403500000000005,0.23156783795550628,2.6205125568710095,107.08000000000001,-10.4,-10.0
-10.0,5.659420000000003,0.3358553097404442,2.4855900302371268,97.33999999999999,-9.6,-10.0
-10.0,4.563400000000004,0.36206825650913693,3.313813303961478,73.44000000000001,-10.0,-10.0
-10.0,6.052200000000006,0.4858910178719776,3.836855793029791,52.650000000000006,-10.1,-10.0
-10.0,6.911100000000006,0.4565866063620229,2.8879373689273518,26.3,-9.4,-10.0
-10.0,3.0818200000000013,0.690361362663439,2.1164208066000025,105.4,-9.4,-10.0
-10.0,3.5135000000000023,0.45350934125423326,2.784580727665986,115.37,-10.3,-10.0
-10.0,7.043820000000004,0.2038972000358657,2.479255245111089,114.47,-9.4,-10.0
-10.0,2.976700000000002,0.4084456267674593,2.7226284892582466,85.66,-10.5,-10.0
-10.0,5.487900000000003,0.2786053425743031,2.738190022728128,86.88,-9.6,-10.0
-10.0,5.3007200000000045,0.3375644366027699,2.357243442098561,72.56,-9.6,-10.0
-10.0,2.744620000000001,0.5245882402473864,3.9446175377488064,111.80000000000001,-10.3,-10.0
-10.0,4.990500000000004,0.5803703374639205,2.4724927597656645,49.410000000000004,-9.5,-10.0
-10.0,7.014200000000004,0.18997804096987453,3.295532061174086,104.82,-10.4,-10.0
-10.0,8.629500000000004,0.1843089451319216,3.0323173873543574,64.99000000000001,-10.1,-10.0
-10.0,4.022320000000003,0.3354760612442072,2.5888313798174796,84.53,-9.4,-10.0
-10.0,6.141800000000004,0.3477403425811326,3.1865048645394705,63.39,-9.5,-10.0
-10.0,4.767720000000004,0.29880551483764756,3.663114497655023,116.83999999999997,-10.4,-10.0
-10.0,4.008000000000003,0.33887301215863513,3.247816721058703,107.00000000000001,-9.7,-10.0
-10.0,3.648220000000002,0.5597705922496125,1.8737369508490112,44.0,-9.2,-10.0
-10.0,4.990620000000003,0.3959386168268232,3.8222260087297304,90.55999999999999,-9.8,-10.0
-10.0,3.6593000000000018,0.4569542271039945,2.586963299285598,99.25999999999999,-9.4,-10.0
-10.0,4.3759200000000025,0.4982573475282497,1.9327870318421496,86.88,-9.2,-10.0
-10.0,3.267100000000002,0.6841275235789642,2.9179989200330922,69.81,-9.2,-10.0
-10.0,7.125900000000003,0.348996162173759,2.5396345615482154,52.05,-10.2,-10.0
-10.0,6.718900000000007,0.18458856498416698,3.9200359224995633,103.55,-10.2,-10.0
-10.0,3.3728200000000017,0.3080222700660346,2.944679329875388,114.32000000000002,-9.9,-10.0
-10.0,3.614320000000002,0.4896190037984262,2.989685295436498,112.23999999999998,-10.2,-10.0
-10.0,2.9613000000000005,0.4665342599148606,3.413320772496271,142.59,-9.7,-10.0
-10.0,3.5084000000000017,0.4954390838663409,3.483033058625171,104.12,-10.2,-10.0
-10.0,3.704900000000001,0.5291276620525588,2.8961339770383994,116.92000000000002,-10.9,-10.0
-10.0,3.870020000000002,0.5302727018889289,2.684478596328523,68.92,-10.2,-10.0
-10.0,4.948900000000004,0.460515302526447,2.3038221651408577,64.26,-9.4,-10.0
-10.0,3.203920000000002,0.349109515583394,3.0343179896124397,124.26999999999998,-10.1,-10.0
-10.0,5.4814000000000025,0.47814239568483585,3.4992722659448567,48.91,-9.0,-10.0
-10.0,2.5817000000000005,0.5204837634136064,3.9059575550348917,98.91,-10.4,-10.0
-10.0,3.7755000000000027,0.49498792795978114,2.7776122440681785,73.02000000000001,-9.9,-10.0
-10.0,3.806420000000002,0.41992652663145713,2.732258516589484,80.75999999999999,-9.5,-10.0
-10.0,3.693600000000001,0.48588856063964797,2.353749084417153,83.28,-9.6,-10.0
-10.0,4.955900000000003,0.39340490344707746,3.074434476327207,91.16,-8.7,-10.0
-10.0,3.6617000000000015,0.3243817755218399,3.796380716867078,114.75999999999999,-9.8,-10.0
-10.0,4.448220000000003,0.32610859906571776,2.502910618036278,112.06,-9.8,-10.0
-10.0,5.986000000000006,0.3455214780967686,2.4606046817617564,56.84,-9.5,-10.0
-9.0,3.4301000000000013,0.5593489145949287,2.056198997654116,97.11000000000001,-8.9,-9.0
-9.0,3.6720000000000015,0.448447093489565,3.38208992417037,72.36,-8.2,-9.0
-9.0,6.792700000000007,0.326179351889603,2.366916669902862,23.55,-9.3,-9.0
-9.0,5.241540000000005,0.34098224548709655,3.4754108021831733,86.99000000000001,-8.1,-9.0
-9.0,5.187900000000001,0.46520957569244303,2.4766410104924947,67.66,-9.1,-9.0
-9.0,5.404200000000004,0.6429501945630187,2.261760056265281,42.09,-8.9,-9.0
-9.0,4.904280000000004,0.4744516457726191,2.4379374762453807,75.94,-10.5,-9.0
-9.0,6.217420000000003,0.45547892085611574,2.534346885420579,45.56,-9.5,-9.0
-9.0,5.834400000000005,0.5184043845803212,3.8353825832291513,90.20000000000002,-8.5,-9.0
-9.0,2.5627000000000004,0.5524267924519165,4.438577977309246,91.93,-8.5,-9.0
-9.0,2.7126800000000006,0.9430476321241383,3.498553986012432,70.12,-8.4,-9.0
-9.0,4.676400000000004,0.522419998550983,3.3249980193529307,67.87,-8.9,-9.0
-9.0,5.006300000000004,0.552351894319261,2.330151335617508,72.56,-8.5,-9.0
-9.0,5.495480000000003,0.5107784564977601,2.508487586629652,61.6,-8.2,-9.0
-9.0,3.3607000000000022,0.6636584079944787,3.1200722659448585,103.34000000000002,-9.3,-9.0
-9.0,3.694440000000002,0.7487224802735151,2.0728767070626883,59.67,-8.8,-9.0
-9.0,5.032100000000003,0.6407813088093416,2.031096407182151,71.09,-9.0,-9.0
-9.0,5.2283000000000035,0.4643582319203876,2.1189712809263987,42.74,-9.4,-9.0
-9.0,3.476300000000002,0.7232289098640914,3.6151081061737758,108.35,-8.8,-9.0
-9.0,4.102400000000002,0.631341448190416,2.5005509731651667,73.39000000000001,-8.9,-9.0
-9.0,6.9157200000000065,0.32272811123801587,2.7031093381675504,47.86,-8.6,-9.0
-9.0,2.3741000000000003,0.7653315744718625,2.94198236992648,85.50999999999999,-9.2,-9.0
-9.0,2.8015999999999996,0.6267338082355248,2.5015660812480274,92.27,-8.8,-9.0
